Date,Alarm,BridgeSpeedFeedback,HoistMotorTorque,BridgePosition,BridgeRopeAngle,BridgeMotorTorque,HoistSpeedFeedback,LoadTare,HoistPosition,TrolleyMotorTorque,TrolleySpeedFeedback,TrolleyPosition,TrolleyRopeAngle,Cycle
2103-09-03 15:27:26.750000+00:00,0,0.0,0.0,16.576,0.0026899999999999997,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:27+00:00,0,0.0,0.0,16.576,0.0026899999999999997,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:27.250000+00:00,0,0.0,0.0,16.576,0.00252868,0.0,0.0,-0.04,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:27.500000+00:00,0,0.0,0.0,16.575,0.00188873,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:27.750000+00:00,0,0.0,0.0,16.575,0.00167774,0.0,0.0,-0.04,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:28+00:00,0,0.0,0.0,16.575,0.00167774,0.0,0.0,-0.04,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:28.250000+00:00,0,0.0,0.0,16.576,0.0008645360000000001,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:28.500000+00:00,0,0.0,0.0,16.576,0.00128973,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:28.750000+00:00,0,0.0,0.0,16.575,0.00138445,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:29+00:00,0,0.0,0.0,16.575,0.00155076,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:29.250000+00:00,0,0.0,0.0,16.576,0.00157346,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:29.500000+00:00,0,0.0,0.0,16.576,0.00157346,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:29.750000+00:00,0,0.0,0.0,16.575,0.00191022,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:30+00:00,0,0.0,0.0,16.575,0.00265298,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:30.250000+00:00,0,0.0,0.0,16.575,0.00161926,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:30.500000+00:00,0,0.0,0.0,16.575,0.00161926,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:30.750000+00:00,0,0.0,0.0,16.575,0.0015892999999999999,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:31+00:00,0,0.0,0.0,16.576,0.00158916,0.0,0.0,-0.04,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:31.250000+00:00,0,0.0,0.0,16.575,0.00128652,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:31.500000+00:00,0,0.0,0.0,16.575,0.00255334,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:31.750000+00:00,0,0.0,0.0,16.575,0.00177548,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:32+00:00,0,0.0,0.0,16.575,0.00177548,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:32.250000+00:00,0,0.0,0.0,16.575,0.00165247,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:32.500000+00:00,0,0.0,0.0,16.576,0.00148777,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:32.750000+00:00,0,0.0,0.0,16.575,0.00176046,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:33+00:00,0,0.0,0.0,16.575,0.00223628,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:33.250000+00:00,0,0.0,0.0,16.575,0.00178959,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:33.500000+00:00,0,0.0,0.0,16.575,0.00178959,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:33.750000+00:00,0,0.0,0.0,16.575,0.0023935,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:34+00:00,0,0.0,0.0,16.576,0.00256982,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:34.250000+00:00,0,0.0,0.0,16.575,0.00193992,0.0,0.0,-0.04,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:34.500000+00:00,0,0.0,0.0,16.576,0.00200185,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:34.750000+00:00,0,0.0,0.0,16.575,0.00161017,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:35+00:00,0,0.0,0.0,16.575,0.00161017,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00429468,1
2103-09-03 15:27:35.250000+00:00,0,0.0,0.0,16.575,0.00152723,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00361391,1
2103-09-03 15:27:35.500000+00:00,0,0.0,0.0,16.575,0.00131853,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00383172,1
2103-09-03 15:27:35.750000+00:00,0,0.0,0.0,16.575,0.00172395,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00369748,1
2103-09-03 15:27:36+00:00,0,0.0,0.0,16.575,0.00126515,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00367463,1
2103-09-03 15:27:36.250000+00:00,0,0.0,0.0,16.576,0.00132954,0.0,0.0,-0.04,0.188,0.0,0.0,1.963,0.00371663,1
2103-09-03 15:27:36.500000+00:00,0,0.0,0.0,16.576,0.00132954,0.0,0.0,-0.04,0.188,0.0,0.0,1.963,0.00371663,1
2103-09-03 15:27:36.750000+00:00,0,0.0,0.0,16.575,0.0020489,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00358528,1
2103-09-03 15:27:37+00:00,0,0.0,0.0,16.575,0.00196746,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00385196,1
2103-09-03 15:27:37.250000+00:00,0,0.0,0.0,16.575,0.00237893,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.0040073,1
2103-09-03 15:27:37.500000+00:00,0,0.0,0.0,16.575,0.00237893,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.0040073,1
2103-09-03 15:27:37.750000+00:00,0,0.0,0.0,16.575,0.0026385000000000002,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00374123,1
2103-09-03 15:27:38+00:00,0,0.0,0.0,16.575,0.00220238,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00364356,1
2103-09-03 15:27:38.250000+00:00,0,0.0,0.0,16.575,0.00201883,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00380169,1
2103-09-03 15:27:38.500000+00:00,0,0.0,0.0,16.576,0.00181352,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00333832,1
2103-09-03 15:27:38.750000+00:00,0,0.0,0.0,16.575,0.00170376,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00422743,1
2103-09-03 15:27:39+00:00,0,0.0,0.0,16.575,0.00170376,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00422743,1
2103-09-03 15:27:39.250000+00:00,0,0.0,0.0,16.576,0.0016873,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00362031,1
2103-09-03 15:27:39.500000+00:00,0,0.0,0.0,16.576,0.00177551,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00431775,1
2103-09-03 15:27:39.750000+00:00,0,0.0,0.0,16.576,0.00170945,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00313058,1
2103-09-03 15:27:40+00:00,0,0.0,0.0,16.576,0.00170945,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00313058,1
2103-09-03 15:27:40.250000+00:00,0,0.0,0.0,16.576,0.00151316,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00378718,1
2103-09-03 15:27:40.500000+00:00,0,0.0,0.0,16.575,0.0017878,0.0,0.0,-0.04,0.188,0.0,0.0,1.963,0.00384635,1
2103-09-03 15:27:40.750000+00:00,0,0.0,0.0,16.576,0.00269384,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.0034224000000000004,1
2103-09-03 15:27:41+00:00,0,0.0,0.0,16.576,0.00280638,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00397732,1
2103-09-03 15:27:41.250000+00:00,0,0.0,0.0,16.576,0.00280638,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00397732,1
2103-09-03 15:27:41.500000+00:00,0,0.0,0.0,16.575,0.00254096,0.0,0.0,-0.05,0.188,0.0,0.0,1.963,0.00368873,1
2103-09-03 15:27:41.750000+00:00,0,0.0,36.0,16.575,0.00354856,0.0,0.1,-0.05,0.188,0.0,0.0,1.963,0.00338658,1
2103-09-03 15:27:42+00:00,0,0.0,71.0,16.575,0.000275776,0.0,22.115,-0.05,0.1935,0.0,0.0,1.963,0.005206199999999999,1
2103-09-03 15:27:42.250000+00:00,0,0.0,71.0,16.575,0.000275776,0.0,22.115,-0.05,0.1935,0.0,0.0,1.963,0.005206199999999999,1
2103-09-03 15:27:42.500000+00:00,0,0.0,85.0,16.575,0.00855186,0.0,49.16,-0.05,0.214,0.0,0.0,1.963,0.0108624,1
2103-09-03 15:27:42.750000+00:00,0,0.0,84.0,16.576,0.00872923,0.0,67.96,-0.05,0.237,0.0,0.0,1.963,0.0110464,1
2103-09-03 15:27:43+00:00,0,0.0,64.0,16.575,0.00886781,0.0,88.83,-0.05,0.272,0.0,0.0,1.963,0.0112061,1
2103-09-03 15:27:43.250000+00:00,0,0.0,47.0,16.575,-0.00182006,0.0,75.3,-0.05,0.305,0.0,0.0,1.963,-0.012699700000000001,1
2103-09-03 15:27:43.500000+00:00,0,0.0,47.0,16.575,-0.00182006,0.0,75.3,-0.05,0.305,0.0,0.0,1.963,-0.012699700000000001,1
2103-09-03 15:27:43.750000+00:00,0,0.0,2.0,16.575,0.0057439,0.0,34.0,-0.05,0.327,0.0,0.0,1.963,-0.000663165,1
2103-09-03 15:27:44+00:00,0,0.0,76.0,16.576,0.00256873,0.0,43.815,-0.05,0.343,0.0,0.0,1.963,0.00742957,1
2103-09-03 15:27:44.250000+00:00,0,0.0,81.0,16.575,0.0006806760000000001,0.0,60.9,-0.05,0.3665,0.0,0.0,1.963,0.00410296,1
2103-09-03 15:27:44.500000+00:00,0,0.0,84.0,16.575,0.000381194,0.0,80.8,-0.05,0.392,0.0,0.0,1.963,-0.000608802,1
2103-09-03 15:27:44.750000+00:00,0,0.0,55.0,16.575,-0.00147353,0.0,94.83,-0.05,0.42700000000000005,0.0,0.0,1.963,0.00966239,1
2103-09-03 15:27:45+00:00,0,0.0,58.0,16.575,-0.00147353,0.0,100.6,-0.05,0.456,0.0,0.0,1.963,0.00966239,1
2103-09-03 15:27:45.250000+00:00,0,0.0,53.0,16.575,0.010446500000000001,0.0,99.93,-0.05,0.48100000000000004,0.0,0.0,1.963,-0.00198032,1
2103-09-03 15:27:45.500000+00:00,0,0.0,49.0,16.575,0.00332354,0.0,100.1,-0.05,0.522,0.0,0.0,1.963,0.0148536,1
2103-09-03 15:27:45.750000+00:00,0,0.0,58.0,16.576,-0.00077354,0.0,99.63,-0.05,0.565,0.0,0.0,1.963,0.00867677,1
2103-09-03 15:27:46+00:00,0,0.0,52.0,16.576,-0.00077354,0.0,100.26,-0.05,0.589,0.0,0.0,1.963,0.00867677,1
2103-09-03 15:27:46.250000+00:00,0,0.0,51.0,16.576,-0.000588076,0.0,100.1,-0.05,0.603,0.0,0.0,1.963,-0.0020866,1
2103-09-03 15:27:46.500000+00:00,0,0.0,46.0,16.576,0.00721812,0.0,100.06,-0.05,0.647,0.0,0.0,1.963,0.00813583,1
2103-09-03 15:27:46.750000+00:00,1,0.0,58.0,16.576,-0.0009206160000000001,0.0,99.7,-0.05,0.685,0.0,0.0,1.963,0.0121586,1
2103-09-03 15:27:47+00:00,0,0.0,51.0,16.576,0.0009181689999999999,0.0,100.16,-0.05,0.728,0.0,0.0,1.963,0.0114989,1
2103-09-03 15:27:47.250000+00:00,0,0.0,49.0,16.576,-0.000537064,0.0,100.03,-0.05,0.769,0.0,0.0,1.963,0.00289555,1
2103-09-03 15:27:47.500000+00:00,0,0.0,49.0,16.576,-0.000537064,0.0,100.03,-0.05,0.769,0.0,0.0,1.963,0.00289555,1
2103-09-03 15:27:47.750000+00:00,0,0.0,-22.0,16.576,0.00422686,0.0,65.83,-0.05,0.804,0.0,0.0,1.963,-0.012274,1
2103-09-03 15:27:48+00:00,0,0.0,-2.5,16.575,0.0062358000000000005,0.0,10.114999999999998,-0.05,0.8194999999999999,0.0,0.0,1.963,-0.000826385,1
2103-09-03 15:27:48.250000+00:00,0,0.0,-3.0,16.575,0.0005048359999999999,0.0,-0.06,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00244491,1
2103-09-03 15:27:48.500000+00:00,0,0.0,-3.0,16.575,0.0005048359999999999,0.0,-0.06,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00244491,1
2103-09-03 15:27:48.750000+00:00,0,0.0,-2.0,16.576,0.0024521,0.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00320361,1
2103-09-03 15:27:49+00:00,0,0.0,-3.5,16.575,0.00176871,0.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00186143,1
2103-09-03 15:27:49.250000+00:00,0,0.83,-1.0,16.576500000000006,0.00564779,86.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00445466,1
2103-09-03 15:27:49.500000+00:00,0,4.01,-2.0,16.581,0.00862365,120.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00335458,1
2103-09-03 15:27:49.750000+00:00,0,8.41,-1.0,16.593,0.00832094,198.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00374599,1
2103-09-03 15:27:50+00:00,0,8.41,-3.0,16.593,0.00832094,198.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00374599,1
2103-09-03 15:27:50.250000+00:00,0,14.0,-4.0,16.612000000000002,0.00765808,93.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00169686,1
2103-09-03 15:27:50.500000+00:00,0,17.58,-3.0,16.637999999999998,0.00115834,142.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00702846,1
2103-09-03 15:27:50.750000+00:00,0,20.41,-1.0,16.67,-0.0019142,109.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00412756,1
2103-09-03 15:27:51+00:00,0,20.41,0.0,16.67,-0.0019142,109.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00412756,1
2103-09-03 15:27:51.250000+00:00,0,27.55,-2.0,16.724,0.00263457,278.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00611673,1
2103-09-03 15:27:51.500000+00:00,0,34.83,1.0,16.778,0.00701867,232.0,0.0,-0.04,0.8194999999999999,0.0,0.0,1.963,-0.0163634,1
2103-09-03 15:27:51.750000+00:00,0,40.41,-1.0,16.838,0.00398008,238.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,-0.0019222999999999998,1
2103-09-03 15:27:52+00:00,0,48.71,1.0,16.919,0.012088,185.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00456845,1
2103-09-03 15:27:52.250000+00:00,0,54.33,-3.0,17.000999999999998,-0.00445739,113.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00550317,1
2103-09-03 15:27:52.500000+00:00,0,54.33,-3.0,17.000999999999998,-0.00445739,113.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00550317,1
2103-09-03 15:27:52.750000+00:00,0,60.76,-4.0,17.097,-0.00834062,216.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,-0.00254922,1
2103-09-03 15:27:53+00:00,0,66.05,-2.5,17.197,0.019178,260.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,-0.00342143,1
2103-09-03 15:27:53.250000+00:00,0,74.16,-1.0,17.316,-0.00137368,127.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00553856,1
2103-09-03 15:27:53.500000+00:00,0,80.8,-1.0,17.442999999999998,0.0152791,214.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,-0.00508519,1
2103-09-03 15:27:53.750000+00:00,0,85.5,2.0,17.583,-0.010010799999999999,184.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,-0.0102256,1
2103-09-03 15:27:54+00:00,1,85.5,-1.0,17.583,-0.010010799999999999,184.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,-0.0102256,1
2103-09-03 15:27:54.250000+00:00,0,88.85,-1.0,17.7655,-0.0158859,119.0,0.0,-0.04,0.8194999999999999,0.0,0.0,1.963,-0.0283789,1
2103-09-03 15:27:54.500000+00:00,0,89.55,0.0,17.919,-0.00236308,158.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,-0.00788971,1
2103-09-03 15:27:54.750000+00:00,0,92.66,0.0,18.063,-0.00562713,121.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,-0.0031723000000000003,1
2103-09-03 15:27:55+00:00,0,92.66,0.0,18.063,-0.00562713,121.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,-0.0031723000000000003,1
2103-09-03 15:27:55.250000+00:00,0,96.91,0.0,18.21,0.018225799999999997,231.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.0007289239999999999,1
2103-09-03 15:27:55.500000+00:00,1,100.0,0.0,18.382,0.00735164,121.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00730925,1
2103-09-03 15:27:55.750000+00:00,0,99.76,0.0,18.546,0.00388514,129.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.0113829,1
2103-09-03 15:27:56+00:00,0,99.71,0.0,18.71,-0.000108538,132.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,-0.00214764,1
2103-09-03 15:27:56.250000+00:00,0,99.85,0.0,18.867,0.00551061,114.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00483212,1
2103-09-03 15:27:56.500000+00:00,0,99.85,0.0,18.867,0.00551061,114.0,0.0,-0.05,0.8194999999999999,0.0,0.0,1.963,0.00483212,1
